name,seed,teams_num,agents_average_initial_opinion,technology_success_rate
4_4_4_2,1859786275,10,-0.6,0.4
4_4_4_3,1859786275,15,-0.6,0.4
4_4_4_4,1859786275,20,-0.6,0.4
4_4_4_5,1859786275,25,-0.6,0.4
4_4_5_0,1859786275,1,-0.6,0.5
4_4_5_1,1859786275,5,-0.6,0.5
4_4_5_2,1859786275,10,-0.6,0.5
4_4_5_3,1859786275,15,-0.6,0.5
4_4_5_4,1859786275,20,-0.6,0.5
4_4_5_5,1859786275,25,-0.6,0.5
4_4_6_0,1859786275,1,-0.6,0.6
4_4_6_1,1859786275,5,-0.6,0.6
4_4_6_2,1859786275,10,-0.6,0.6
4_4_6_3,1859786275,15,-0.6,0.6
4_4_6_4,1859786275,20,-0.6,0.6
4_4_6_5,1859786275,25,-0.6,0.6
4_4_7_0,1859786275,1,-0.6,0.7
4_4_7_1,1859786275,5,-0.6,0.7
4_4_7_2,1859786275,10,-0.6,0.7
4_4_7_3,1859786275,15,-0.6,0.7
4_4_7_4,1859786275,20,-0.6,0.7
4_4_7_5,1859786275,25,-0.6,0.7
4_4_8_0,1859786275,1,-0.6,0.8
4_4_8_1,1859786275,5,-0.6,0.8
4_4_8_2,1859786275,10,-0.6,0.8
4_4_8_3,1859786275,15,-0.6,0.8
4_4_8_4,1859786275,20,-0.6,0.8
4_4_8_5,1859786275,25,-0.6,0.8
4_4_9_0,1859786275,1,-0.6,0.9
4_4_9_1,1859786275,5,-0.6,0.9
4_4_9_2,1859786275,10,-0.6,0.9
4_4_9_3,1859786275,15,-0.6,0.9
4_4_9_4,1859786275,20,-0.6,0.9
4_4_9_5,1859786275,25,-0.6,0.9
4_4_10_0,1859786275,1,-0.6,1.0
4_4_10_1,1859786275,5,-0.6,1.0
4_4_10_2,1859786275,10,-0.6,1.0
4_4_10_3,1859786275,15,-0.6,1.0
4_4_10_4,1859786275,20,-0.6,1.0
4_4_10_5,1859786275,25,-0.6,1.0
4_5_0_0,1859786275,1,-0.5,0.0
4_5_0_1,1859786275,5,-0.5,0.0
4_5_0_2,1859786275,10,-0.5,0.0
4_5_0_3,1859786275,15,-0.5,0.0
4_5_0_4,1859786275,20,-0.5,0.0
4_5_0_5,1859786275,25,-0.5,0.0
4_5_1_0,1859786275,1,-0.5,0.1
4_5_1_1,1859786275,5,-0.5,0.1
4_5_1_2,1859786275,10,-0.5,0.1
4_5_1_3,1859786275,15,-0.5,0.1
4_5_1_4,1859786275,20,-0.5,0.1
4_5_1_5,1859786275,25,-0.5,0.1
4_5_2_0,1859786275,1,-0.5,0.2
4_5_2_1,1859786275,5,-0.5,0.2
4_5_2_2,1859786275,10,-0.5,0.2
4_5_2_3,1859786275,15,-0.5,0.2
4_5_2_4,1859786275,20,-0.5,0.2
4_5_2_5,1859786275,25,-0.5,0.2
4_5_3_0,1859786275,1,-0.5,0.3
4_5_3_1,1859786275,5,-0.5,0.3
4_5_3_2,1859786275,10,-0.5,0.3
4_5_3_3,1859786275,15,-0.5,0.3
4_5_3_4,1859786275,20,-0.5,0.3
4_5_3_5,1859786275,25,-0.5,0.3
4_5_4_0,1859786275,1,-0.5,0.4
4_5_4_1,1859786275,5,-0.5,0.4
4_5_4_2,1859786275,10,-0.5,0.4
4_5_4_3,1859786275,15,-0.5,0.4
4_5_4_4,1859786275,20,-0.5,0.4
4_5_4_5,1859786275,25,-0.5,0.4
4_5_5_0,1859786275,1,-0.5,0.5
4_5_5_1,1859786275,5,-0.5,0.5
4_5_5_2,1859786275,10,-0.5,0.5
4_5_5_3,1859786275,15,-0.5,0.5
4_5_5_4,1859786275,20,-0.5,0.5
4_5_5_5,1859786275,25,-0.5,0.5
4_5_6_0,1859786275,1,-0.5,0.6
4_5_6_1,1859786275,5,-0.5,0.6
4_5_6_2,1859786275,10,-0.5,0.6
4_5_6_3,1859786275,15,-0.5,0.6
4_5_6_4,1859786275,20,-0.5,0.6
4_5_6_5,1859786275,25,-0.5,0.6
4_5_7_0,1859786275,1,-0.5,0.7
4_5_7_1,1859786275,5,-0.5,0.7
4_5_7_2,1859786275,10,-0.5,0.7
4_5_7_3,1859786275,15,-0.5,0.7
4_5_7_4,1859786275,20,-0.5,0.7
4_5_7_5,1859786275,25,-0.5,0.7
4_5_8_0,1859786275,1,-0.5,0.8
4_5_8_1,1859786275,5,-0.5,0.8
4_5_8_2,1859786275,10,-0.5,0.8
4_5_8_3,1859786275,15,-0.5,0.8
4_5_8_4,1859786275,20,-0.5,0.8
4_5_8_5,1859786275,25,-0.5,0.8
4_5_9_0,1859786275,1,-0.5,0.9
4_5_9_1,1859786275,5,-0.5,0.9
4_5_9_2,1859786275,10,-0.5,0.9
4_5_9_3,1859786275,15,-0.5,0.9
4_5_9_4,1859786275,20,-0.5,0.9
4_5_9_5,1859786275,25,-0.5,0.9
4_5_10_0,1859786275,1,-0.5,1.0
4_5_10_1,1859786275,5,-0.5,1.0
4_5_10_2,1859786275,10,-0.5,1.0
4_5_10_3,1859786275,15,-0.5,1.0
4_5_10_4,1859786275,20,-0.5,1.0
4_5_10_5,1859786275,25,-0.5,1.0
4_6_0_0,1859786275,1,-0.4,0.0
4_6_0_1,1859786275,5,-0.4,0.0
4_6_0_2,1859786275,10,-0.4,0.0
4_6_0_3,1859786275,15,-0.4,0.0
4_6_0_4,1859786275,20,-0.4,0.0
4_6_0_5,1859786275,25,-0.4,0.0
4_6_1_0,1859786275,1,-0.4,0.1
4_6_1_1,1859786275,5,-0.4,0.1
4_6_1_2,1859786275,10,-0.4,0.1
4_6_1_3,1859786275,15,-0.4,0.1
4_6_1_4,1859786275,20,-0.4,0.1
4_6_1_5,1859786275,25,-0.4,0.1
4_6_2_0,1859786275,1,-0.4,0.2
4_6_2_1,1859786275,5,-0.4,0.2
4_6_2_2,1859786275,10,-0.4,0.2
4_6_2_3,1859786275,15,-0.4,0.2
4_6_2_4,1859786275,20,-0.4,0.2
4_6_2_5,1859786275,25,-0.4,0.2
4_6_3_0,1859786275,1,-0.4,0.3
4_6_3_1,1859786275,5,-0.4,0.3
4_6_3_2,1859786275,10,-0.4,0.3
4_6_3_3,1859786275,15,-0.4,0.3
4_6_3_4,1859786275,20,-0.4,0.3
4_6_3_5,1859786275,25,-0.4,0.3
4_6_4_0,1859786275,1,-0.4,0.4
4_6_4_1,1859786275,5,-0.4,0.4
4_6_4_2,1859786275,10,-0.4,0.4
4_6_4_3,1859786275,15,-0.4,0.4
4_6_4_4,1859786275,20,-0.4,0.4
4_6_4_5,1859786275,25,-0.4,0.4
4_6_5_0,1859786275,1,-0.4,0.5
4_6_5_1,1859786275,5,-0.4,0.5
4_6_5_2,1859786275,10,-0.4,0.5
4_6_5_3,1859786275,15,-0.4,0.5
4_6_5_4,1859786275,20,-0.4,0.5
4_6_5_5,1859786275,25,-0.4,0.5
4_6_6_0,1859786275,1,-0.4,0.6
4_6_6_1,1859786275,5,-0.4,0.6
4_6_6_2,1859786275,10,-0.4,0.6
4_6_6_3,1859786275,15,-0.4,0.6
4_6_6_4,1859786275,20,-0.4,0.6
4_6_6_5,1859786275,25,-0.4,0.6
4_6_7_0,1859786275,1,-0.4,0.7
4_6_7_1,1859786275,5,-0.4,0.7
4_6_7_2,1859786275,10,-0.4,0.7
4_6_7_3,1859786275,15,-0.4,0.7
4_6_7_4,1859786275,20,-0.4,0.7
4_6_7_5,1859786275,25,-0.4,0.7
4_6_8_0,1859786275,1,-0.4,0.8
4_6_8_1,1859786275,5,-0.4,0.8
4_6_8_2,1859786275,10,-0.4,0.8
4_6_8_3,1859786275,15,-0.4,0.8
4_6_8_4,1859786275,20,-0.4,0.8
4_6_8_5,1859786275,25,-0.4,0.8
4_6_9_0,1859786275,1,-0.4,0.9
4_6_9_1,1859786275,5,-0.4,0.9
4_6_9_2,1859786275,10,-0.4,0.9
4_6_9_3,1859786275,15,-0.4,0.9
4_6_9_4,1859786275,20,-0.4,0.9
4_6_9_5,1859786275,25,-0.4,0.9
4_6_10_0,1859786275,1,-0.4,1.0
4_6_10_1,1859786275,5,-0.4,1.0
4_6_10_2,1859786275,10,-0.4,1.0
4_6_10_3,1859786275,15,-0.4,1.0
4_6_10_4,1859786275,20,-0.4,1.0
4_6_10_5,1859786275,25,-0.4,1.0
4_7_0_0,1859786275,1,-0.3,0.0
4_7_0_1,1859786275,5,-0.3,0.0
4_7_0_2,1859786275,10,-0.3,0.0
4_7_0_3,1859786275,15,-0.3,0.0
4_7_0_4,1859786275,20,-0.3,0.0
4_7_0_5,1859786275,25,-0.3,0.0
4_7_1_0,1859786275,1,-0.3,0.1
4_7_1_1,1859786275,5,-0.3,0.1
4_7_1_2,1859786275,10,-0.3,0.1
4_7_1_3,1859786275,15,-0.3,0.1
4_7_1_4,1859786275,20,-0.3,0.1
4_7_1_5,1859786275,25,-0.3,0.1
4_7_2_0,1859786275,1,-0.3,0.2
4_7_2_1,1859786275,5,-0.3,0.2
4_7_2_2,1859786275,10,-0.3,0.2
4_7_2_3,1859786275,15,-0.3,0.2
4_7_2_4,1859786275,20,-0.3,0.2
4_7_2_5,1859786275,25,-0.3,0.2
4_7_3_0,1859786275,1,-0.3,0.3
4_7_3_1,1859786275,5,-0.3,0.3
4_7_3_2,1859786275,10,-0.3,0.3
4_7_3_3,1859786275,15,-0.3,0.3
4_7_3_4,1859786275,20,-0.3,0.3
4_7_3_5,1859786275,25,-0.3,0.3
4_7_4_0,1859786275,1,-0.3,0.4
4_7_4_1,1859786275,5,-0.3,0.4
4_7_4_2,1859786275,10,-0.3,0.4
4_7_4_3,1859786275,15,-0.3,0.4
4_7_4_4,1859786275,20,-0.3,0.4
4_7_4_5,1859786275,25,-0.3,0.4
4_7_5_0,1859786275,1,-0.3,0.5
4_7_5_1,1859786275,5,-0.3,0.5
4_7_5_2,1859786275,10,-0.3,0.5
4_7_5_3,1859786275,15,-0.3,0.5
4_7_5_4,1859786275,20,-0.3,0.5
4_7_5_5,1859786275,25,-0.3,0.5
4_7_6_0,1859786275,1,-0.3,0.6
4_7_6_1,1859786275,5,-0.3,0.6
4_7_6_2,1859786275,10,-0.3,0.6
4_7_6_3,1859786275,15,-0.3,0.6
4_7_6_4,1859786275,20,-0.3,0.6
4_7_6_5,1859786275,25,-0.3,0.6
4_7_7_0,1859786275,1,-0.3,0.7
4_7_7_1,1859786275,5,-0.3,0.7
4_7_7_2,1859786275,10,-0.3,0.7
4_7_7_3,1859786275,15,-0.3,0.7
4_7_7_4,1859786275,20,-0.3,0.7
4_7_7_5,1859786275,25,-0.3,0.7
4_7_8_0,1859786275,1,-0.3,0.8
4_7_8_1,1859786275,5,-0.3,0.8
4_7_8_2,1859786275,10,-0.3,0.8
4_7_8_3,1859786275,15,-0.3,0.8
4_7_8_4,1859786275,20,-0.3,0.8
4_7_8_5,1859786275,25,-0.3,0.8
4_7_9_0,1859786275,1,-0.3,0.9
4_7_9_1,1859786275,5,-0.3,0.9
4_7_9_2,1859786275,10,-0.3,0.9
4_7_9_3,1859786275,15,-0.3,0.9
4_7_9_4,1859786275,20,-0.3,0.9
4_7_9_5,1859786275,25,-0.3,0.9
4_7_10_0,1859786275,1,-0.3,1.0
4_7_10_1,1859786275,5,-0.3,1.0
4_7_10_2,1859786275,10,-0.3,1.0
4_7_10_3,1859786275,15,-0.3,1.0
4_7_10_4,1859786275,20,-0.3,1.0
4_7_10_5,1859786275,25,-0.3,1.0
4_8_0_0,1859786275,1,-0.2,0.0
4_8_0_1,1859786275,5,-0.2,0.0
4_8_0_2,1859786275,10,-0.2,0.0
4_8_0_3,1859786275,15,-0.2,0.0
4_8_0_4,1859786275,20,-0.2,0.0
4_8_0_5,1859786275,25,-0.2,0.0
4_8_1_0,1859786275,1,-0.2,0.1
4_8_1_1,1859786275,5,-0.2,0.1
4_8_1_2,1859786275,10,-0.2,0.1
4_8_1_3,1859786275,15,-0.2,0.1
4_8_1_4,1859786275,20,-0.2,0.1
4_8_1_5,1859786275,25,-0.2,0.1
4_8_2_0,1859786275,1,-0.2,0.2
4_8_2_1,1859786275,5,-0.2,0.2
4_8_2_2,1859786275,10,-0.2,0.2
4_8_2_3,1859786275,15,-0.2,0.2
4_8_2_4,1859786275,20,-0.2,0.2
4_8_2_5,1859786275,25,-0.2,0.2
4_8_3_0,1859786275,1,-0.2,0.3
4_8_3_1,1859786275,5,-0.2,0.3
4_8_3_2,1859786275,10,-0.2,0.3
4_8_3_3,1859786275,15,-0.2,0.3
4_8_3_4,1859786275,20,-0.2,0.3
4_8_3_5,1859786275,25,-0.2,0.3
4_8_4_0,1859786275,1,-0.2,0.4
4_8_4_1,1859786275,5,-0.2,0.4
4_8_4_2,1859786275,10,-0.2,0.4
4_8_4_3,1859786275,15,-0.2,0.4
4_8_4_4,1859786275,20,-0.2,0.4
4_8_4_5,1859786275,25,-0.2,0.4
4_8_5_0,1859786275,1,-0.2,0.5
4_8_5_1,1859786275,5,-0.2,0.5
4_8_5_2,1859786275,10,-0.2,0.5
4_8_5_3,1859786275,15,-0.2,0.5
4_8_5_4,1859786275,20,-0.2,0.5
4_8_5_5,1859786275,25,-0.2,0.5
4_8_6_0,1859786275,1,-0.2,0.6
4_8_6_1,1859786275,5,-0.2,0.6
4_8_6_2,1859786275,10,-0.2,0.6
4_8_6_3,1859786275,15,-0.2,0.6
4_8_6_4,1859786275,20,-0.2,0.6
4_8_6_5,1859786275,25,-0.2,0.6
4_8_7_0,1859786275,1,-0.2,0.7
4_8_7_1,1859786275,5,-0.2,0.7
4_8_7_2,1859786275,10,-0.2,0.7
4_8_7_3,1859786275,15,-0.2,0.7
4_8_7_4,1859786275,20,-0.2,0.7
4_8_7_5,1859786275,25,-0.2,0.7
4_8_8_0,1859786275,1,-0.2,0.8
4_8_8_1,1859786275,5,-0.2,0.8
4_8_8_2,1859786275,10,-0.2,0.8
4_8_8_3,1859786275,15,-0.2,0.8
4_8_8_4,1859786275,20,-0.2,0.8
4_8_8_5,1859786275,25,-0.2,0.8
4_8_9_0,1859786275,1,-0.2,0.9
4_8_9_1,1859786275,5,-0.2,0.9
4_8_9_2,1859786275,10,-0.2,0.9
4_8_9_3,1859786275,15,-0.2,0.9
4_8_9_4,1859786275,20,-0.2,0.9
4_8_9_5,1859786275,25,-0.2,0.9
4_8_10_0,1859786275,1,-0.2,1.0
4_8_10_1,1859786275,5,-0.2,1.0
4_8_10_2,1859786275,10,-0.2,1.0
4_8_10_3,1859786275,15,-0.2,1.0
4_8_10_4,1859786275,20,-0.2,1.0
4_8_10_5,1859786275,25,-0.2,1.0
4_9_0_0,1859786275,1,-0.1,0.0
4_9_0_1,1859786275,5,-0.1,0.0
4_9_0_2,1859786275,10,-0.1,0.0
4_9_0_3,1859786275,15,-0.1,0.0
4_9_0_4,1859786275,20,-0.1,0.0
4_9_0_5,1859786275,25,-0.1,0.0
4_9_1_0,1859786275,1,-0.1,0.1
4_9_1_1,1859786275,5,-0.1,0.1
4_9_1_2,1859786275,10,-0.1,0.1
4_9_1_3,1859786275,15,-0.1,0.1
4_9_1_4,1859786275,20,-0.1,0.1
4_9_1_5,1859786275,25,-0.1,0.1
4_9_2_0,1859786275,1,-0.1,0.2
4_9_2_1,1859786275,5,-0.1,0.2
4_9_2_2,1859786275,10,-0.1,0.2
4_9_2_3,1859786275,15,-0.1,0.2
4_9_2_4,1859786275,20,-0.1,0.2
4_9_2_5,1859786275,25,-0.1,0.2
4_9_3_0,1859786275,1,-0.1,0.3
4_9_3_1,1859786275,5,-0.1,0.3
4_9_3_2,1859786275,10,-0.1,0.3
4_9_3_3,1859786275,15,-0.1,0.3
4_9_3_4,1859786275,20,-0.1,0.3
4_9_3_5,1859786275,25,-0.1,0.3
4_9_4_0,1859786275,1,-0.1,0.4
4_9_4_1,1859786275,5,-0.1,0.4
4_9_4_2,1859786275,10,-0.1,0.4
4_9_4_3,1859786275,15,-0.1,0.4
4_9_4_4,1859786275,20,-0.1,0.4
4_9_4_5,1859786275,25,-0.1,0.4
4_9_5_0,1859786275,1,-0.1,0.5
4_9_5_1,1859786275,5,-0.1,0.5
4_9_5_2,1859786275,10,-0.1,0.5
4_9_5_3,1859786275,15,-0.1,0.5
4_9_5_4,1859786275,20,-0.1,0.5
4_9_5_5,1859786275,25,-0.1,0.5
4_9_6_0,1859786275,1,-0.1,0.6
4_9_6_1,1859786275,5,-0.1,0.6
4_9_6_2,1859786275,10,-0.1,0.6
4_9_6_3,1859786275,15,-0.1,0.6
4_9_6_4,1859786275,20,-0.1,0.6
4_9_6_5,1859786275,25,-0.1,0.6
4_9_7_0,1859786275,1,-0.1,0.7
4_9_7_1,1859786275,5,-0.1,0.7
4_9_7_2,1859786275,10,-0.1,0.7
4_9_7_3,1859786275,15,-0.1,0.7
4_9_7_4,1859786275,20,-0.1,0.7
4_9_7_5,1859786275,25,-0.1,0.7
4_9_8_0,1859786275,1,-0.1,0.8
4_9_8_1,1859786275,5,-0.1,0.8
4_9_8_2,1859786275,10,-0.1,0.8
4_9_8_3,1859786275,15,-0.1,0.8
4_9_8_4,1859786275,20,-0.1,0.8
4_9_8_5,1859786275,25,-0.1,0.8
4_9_9_0,1859786275,1,-0.1,0.9
4_9_9_1,1859786275,5,-0.1,0.9
4_9_9_2,1859786275,10,-0.1,0.9
4_9_9_3,1859786275,15,-0.1,0.9
4_9_9_4,1859786275,20,-0.1,0.9
4_9_9_5,1859786275,25,-0.1,0.9
4_9_10_0,1859786275,1,-0.1,1.0
4_9_10_1,1859786275,5,-0.1,1.0
4_9_10_2,1859786275,10,-0.1,1.0
4_9_10_3,1859786275,15,-0.1,1.0
4_9_10_4,1859786275,20,-0.1,1.0
4_9_10_5,1859786275,25,-0.1,1.0
4_10_0_0,1859786275,1,0.0,0.0
4_10_0_1,1859786275,5,0.0,0.0
4_10_0_2,1859786275,10,0.0,0.0
4_10_0_3,1859786275,15,0.0,0.0
4_10_0_4,1859786275,20,0.0,0.0
4_10_0_5,1859786275,25,0.0,0.0
4_10_1_0,1859786275,1,0.0,0.1
4_10_1_1,1859786275,5,0.0,0.1
4_10_1_2,1859786275,10,0.0,0.1
4_10_1_3,1859786275,15,0.0,0.1
4_10_1_4,1859786275,20,0.0,0.1
4_10_1_5,1859786275,25,0.0,0.1
4_10_2_0,1859786275,1,0.0,0.2
4_10_2_1,1859786275,5,0.0,0.2
4_10_2_2,1859786275,10,0.0,0.2
4_10_2_3,1859786275,15,0.0,0.2
4_10_2_4,1859786275,20,0.0,0.2
4_10_2_5,1859786275,25,0.0,0.2
4_10_3_0,1859786275,1,0.0,0.3
4_10_3_1,1859786275,5,0.0,0.3
4_10_3_2,1859786275,10,0.0,0.3
4_10_3_3,1859786275,15,0.0,0.3
4_10_3_4,1859786275,20,0.0,0.3
4_10_3_5,1859786275,25,0.0,0.3
4_10_4_0,1859786275,1,0.0,0.4
4_10_4_1,1859786275,5,0.0,0.4
4_10_4_2,1859786275,10,0.0,0.4
4_10_4_3,1859786275,15,0.0,0.4
4_10_4_4,1859786275,20,0.0,0.4
4_10_4_5,1859786275,25,0.0,0.4
4_10_5_0,1859786275,1,0.0,0.5
4_10_5_1,1859786275,5,0.0,0.5
4_10_5_2,1859786275,10,0.0,0.5
4_10_5_3,1859786275,15,0.0,0.5
4_10_5_4,1859786275,20,0.0,0.5
4_10_5_5,1859786275,25,0.0,0.5
4_10_6_0,1859786275,1,0.0,0.6
4_10_6_1,1859786275,5,0.0,0.6
4_10_6_2,1859786275,10,0.0,0.6
4_10_6_3,1859786275,15,0.0,0.6
4_10_6_4,1859786275,20,0.0,0.6
4_10_6_5,1859786275,25,0.0,0.6
4_10_7_0,1859786275,1,0.0,0.7
4_10_7_1,1859786275,5,0.0,0.7
4_10_7_2,1859786275,10,0.0,0.7
4_10_7_3,1859786275,15,0.0,0.7
4_10_7_4,1859786275,20,0.0,0.7
4_10_7_5,1859786275,25,0.0,0.7
4_10_8_0,1859786275,1,0.0,0.8
4_10_8_1,1859786275,5,0.0,0.8
4_10_8_2,1859786275,10,0.0,0.8
4_10_8_3,1859786275,15,0.0,0.8
4_10_8_4,1859786275,20,0.0,0.8
4_10_8_5,1859786275,25,0.0,0.8
4_10_9_0,1859786275,1,0.0,0.9
4_10_9_1,1859786275,5,0.0,0.9
4_10_9_2,1859786275,10,0.0,0.9
4_10_9_3,1859786275,15,0.0,0.9
4_10_9_4,1859786275,20,0.0,0.9
4_10_9_5,1859786275,25,0.0,0.9
4_10_10_0,1859786275,1,0.0,1.0
4_10_10_1,1859786275,5,0.0,1.0
4_10_10_2,1859786275,10,0.0,1.0
4_10_10_3,1859786275,15,0.0,1.0
4_10_10_4,1859786275,20,0.0,1.0
4_10_10_5,1859786275,25,0.0,1.0
4_11_0_0,1859786275,1,0.1,0.0
4_11_0_1,1859786275,5,0.1,0.0
4_11_0_2,1859786275,10,0.1,0.0
4_11_0_3,1859786275,15,0.1,0.0
4_11_0_4,1859786275,20,0.1,0.0
4_11_0_5,1859786275,25,0.1,0.0
4_11_1_0,1859786275,1,0.1,0.1
4_11_1_1,1859786275,5,0.1,0.1
4_11_1_2,1859786275,10,0.1,0.1
4_11_1_3,1859786275,15,0.1,0.1
4_11_1_4,1859786275,20,0.1,0.1
4_11_1_5,1859786275,25,0.1,0.1
4_11_2_0,1859786275,1,0.1,0.2
4_11_2_1,1859786275,5,0.1,0.2
4_11_2_2,1859786275,10,0.1,0.2
4_11_2_3,1859786275,15,0.1,0.2
4_11_2_4,1859786275,20,0.1,0.2
4_11_2_5,1859786275,25,0.1,0.2
4_11_3_0,1859786275,1,0.1,0.3
4_11_3_1,1859786275,5,0.1,0.3
4_11_3_2,1859786275,10,0.1,0.3
4_11_3_3,1859786275,15,0.1,0.3
4_11_3_4,1859786275,20,0.1,0.3
4_11_3_5,1859786275,25,0.1,0.3
4_11_4_0,1859786275,1,0.1,0.4
4_11_4_1,1859786275,5,0.1,0.4
4_11_4_2,1859786275,10,0.1,0.4
4_11_4_3,1859786275,15,0.1,0.4
4_11_4_4,1859786275,20,0.1,0.4
4_11_4_5,1859786275,25,0.1,0.4
4_11_5_0,1859786275,1,0.1,0.5
4_11_5_1,1859786275,5,0.1,0.5
4_11_5_2,1859786275,10,0.1,0.5
4_11_5_3,1859786275,15,0.1,0.5
4_11_5_4,1859786275,20,0.1,0.5
4_11_5_5,1859786275,25,0.1,0.5
4_11_6_0,1859786275,1,0.1,0.6
4_11_6_1,1859786275,5,0.1,0.6
4_11_6_2,1859786275,10,0.1,0.6
4_11_6_3,1859786275,15,0.1,0.6
4_11_6_4,1859786275,20,0.1,0.6
4_11_6_5,1859786275,25,0.1,0.6
4_11_7_0,1859786275,1,0.1,0.7
4_11_7_1,1859786275,5,0.1,0.7
4_11_7_2,1859786275,10,0.1,0.7
4_11_7_3,1859786275,15,0.1,0.7
4_11_7_4,1859786275,20,0.1,0.7
4_11_7_5,1859786275,25,0.1,0.7
4_11_8_0,1859786275,1,0.1,0.8
4_11_8_1,1859786275,5,0.1,0.8
4_11_8_2,1859786275,10,0.1,0.8
4_11_8_3,1859786275,15,0.1,0.8
4_11_8_4,1859786275,20,0.1,0.8
4_11_8_5,1859786275,25,0.1,0.8
4_11_9_0,1859786275,1,0.1,0.9
4_11_9_1,1859786275,5,0.1,0.9
4_11_9_2,1859786275,10,0.1,0.9
4_11_9_3,1859786275,15,0.1,0.9
4_11_9_4,1859786275,20,0.1,0.9
4_11_9_5,1859786275,25,0.1,0.9
4_11_10_0,1859786275,1,0.1,1.0
4_11_10_1,1859786275,5,0.1,1.0
4_11_10_2,1859786275,10,0.1,1.0
4_11_10_3,1859786275,15,0.1,1.0
4_11_10_4,1859786275,20,0.1,1.0
4_11_10_5,1859786275,25,0.1,1.0
4_12_0_0,1859786275,1,0.2,0.0
4_12_0_1,1859786275,5,0.2,0.0
4_12_0_2,1859786275,10,0.2,0.0
4_12_0_3,1859786275,15,0.2,0.0
4_12_0_4,1859786275,20,0.2,0.0
4_12_0_5,1859786275,25,0.2,0.0
4_12_1_0,1859786275,1,0.2,0.1
4_12_1_1,1859786275,5,0.2,0.1
4_12_1_2,1859786275,10,0.2,0.1
4_12_1_3,1859786275,15,0.2,0.1
4_12_1_4,1859786275,20,0.2,0.1
4_12_1_5,1859786275,25,0.2,0.1
4_12_2_0,1859786275,1,0.2,0.2
4_12_2_1,1859786275,5,0.2,0.2
4_12_2_2,1859786275,10,0.2,0.2
4_12_2_3,1859786275,15,0.2,0.2
4_12_2_4,1859786275,20,0.2,0.2
4_12_2_5,1859786275,25,0.2,0.2
4_12_3_0,1859786275,1,0.2,0.3
4_12_3_1,1859786275,5,0.2,0.3
4_12_3_2,1859786275,10,0.2,0.3
4_12_3_3,1859786275,15,0.2,0.3
4_12_3_4,1859786275,20,0.2,0.3
4_12_3_5,1859786275,25,0.2,0.3
4_12_4_0,1859786275,1,0.2,0.4
4_12_4_1,1859786275,5,0.2,0.4
4_12_4_2,1859786275,10,0.2,0.4
4_12_4_3,1859786275,15,0.2,0.4
4_12_4_4,1859786275,20,0.2,0.4
4_12_4_5,1859786275,25,0.2,0.4
4_12_5_0,1859786275,1,0.2,0.5
4_12_5_1,1859786275,5,0.2,0.5
4_12_5_2,1859786275,10,0.2,0.5
4_12_5_3,1859786275,15,0.2,0.5
4_12_5_4,1859786275,20,0.2,0.5
4_12_5_5,1859786275,25,0.2,0.5
4_12_6_0,1859786275,1,0.2,0.6
4_12_6_1,1859786275,5,0.2,0.6
4_12_6_2,1859786275,10,0.2,0.6
4_12_6_3,1859786275,15,0.2,0.6
4_12_6_4,1859786275,20,0.2,0.6
4_12_6_5,1859786275,25,0.2,0.6
4_12_7_0,1859786275,1,0.2,0.7
4_12_7_1,1859786275,5,0.2,0.7
4_12_7_2,1859786275,10,0.2,0.7
4_12_7_3,1859786275,15,0.2,0.7
4_12_7_4,1859786275,20,0.2,0.7
4_12_7_5,1859786275,25,0.2,0.7
4_12_8_0,1859786275,1,0.2,0.8
4_12_8_1,1859786275,5,0.2,0.8
4_12_8_2,1859786275,10,0.2,0.8
4_12_8_3,1859786275,15,0.2,0.8
4_12_8_4,1859786275,20,0.2,0.8
4_12_8_5,1859786275,25,0.2,0.8
4_12_9_0,1859786275,1,0.2,0.9
4_12_9_1,1859786275,5,0.2,0.9
4_12_9_2,1859786275,10,0.2,0.9
4_12_9_3,1859786275,15,0.2,0.9
4_12_9_4,1859786275,20,0.2,0.9
4_12_9_5,1859786275,25,0.2,0.9
4_12_10_0,1859786275,1,0.2,1.0
4_12_10_1,1859786275,5,0.2,1.0
4_12_10_2,1859786275,10,0.2,1.0
4_12_10_3,1859786275,15,0.2,1.0
4_12_10_4,1859786275,20,0.2,1.0
4_12_10_5,1859786275,25,0.2,1.0
4_13_0_0,1859786275,1,0.3,0.0
4_13_0_1,1859786275,5,0.3,0.0
4_13_0_2,1859786275,10,0.3,0.0
4_13_0_3,1859786275,15,0.3,0.0
4_13_0_4,1859786275,20,0.3,0.0
4_13_0_5,1859786275,25,0.3,0.0
4_13_1_0,1859786275,1,0.3,0.1
4_13_1_1,1859786275,5,0.3,0.1
4_13_1_2,1859786275,10,0.3,0.1
4_13_1_3,1859786275,15,0.3,0.1
4_13_1_4,1859786275,20,0.3,0.1
4_13_1_5,1859786275,25,0.3,0.1
4_13_2_0,1859786275,1,0.3,0.2
4_13_2_1,1859786275,5,0.3,0.2
4_13_2_2,1859786275,10,0.3,0.2
4_13_2_3,1859786275,15,0.3,0.2
4_13_2_4,1859786275,20,0.3,0.2
4_13_2_5,1859786275,25,0.3,0.2
4_13_3_0,1859786275,1,0.3,0.3
4_13_3_1,1859786275,5,0.3,0.3
4_13_3_2,1859786275,10,0.3,0.3
4_13_3_3,1859786275,15,0.3,0.3
4_13_3_4,1859786275,20,0.3,0.3
